,text,start,end
600,ผลการดำเนินงานช่วง Q3 แล้วแนวโน้ม Q4 เป็นอย่าง,1898.48,1902.163
601,ไรบ้าง อันนี้ผมพูดเท่าที่พอจะพูดได้นะครับ,1902.163,1906.13
602,ไม่ให้ผิดระเบียบนะครับ,1906.46,1908.779875
603,คือ คือแนวโน้มนะครับคือจริง ๆ เรา รายได้กำไรเราคิดว่า,1909.279875,1913.169875
604,ที่เราจะเกิดขึ้นในคิวสามคิวสี่จะเหมือน,1913.88,1916.31
605,คิวหนึ่งนะครับ จริงๆแล้วมันก็คือว่ายัง,1916.31,1918.74
7, I've told you.,1919.12,1920.11
606,แล้วคำไลจริงๆแล้วมันก็ใกล้เคียงกับ,1920.529875,1923.149875
607,น่าสม่วนไปม้าหนึ่งแบบประเด็นนั้นจะอยู่ที่ว่า,1923.909875,1927.039875
608,เราจะดึงเงินกำไรเนี่ยไปยิงโฆษณามากน้อยแค่ไหน,1927.37,1930.48
609,ก็น่าจะเป็นตัวที่สำคัญนะครับ,1931.61,1934.299875
610,เราก็อยากจะโชว์ให้เห็นว่าถ้าเราเอาค่าโฆษณาเนี่ย,1935.08,1938.5
611,กลับเข้าไปเนี่ยจริงๆแล้วก็ไม่มันควรจะ,1938.85,1940.955
612,เป็นแบบนี้ แต่ละจำเป็นที่จะต้องเอาเงิน,1940.955,1943.06
613,ไปสร้างแบรนด์นะครับ,1943.33,1944.559875
614,เพราะว่าแบรนด์ทรัพย์เซตามอลต่างๆที่ด่งดัง,1945.19,1948.108
615,มาเนี่ยก็เกิดจากการบินโฆษณา เป็นการรับรู้,1948.108,1951.27
616,ค่อนข้างมากนะครับ นึกว่าจะสื่อที่บีสู,1951.539875,1954.789875
8, We can use,1955.46,1956.299875
617,อ่า แม้กระทั่งในโรงหนังอะไร,1956.639875,1959.210875
618,ว่าเอเวอร์เนี่ยค่อนข้างจะ,1959.210875,1961.209875
619,เป็นพอสมควรนะครับ,1961.83,1963.36
620,เราก็อยากจะบอกนักลงทุนว่าเราเชื่อมั่นในคำว่าเป็นล่า,1964.08,1967.407
621,ทันลาวเนาะ คุณภาพดีนะครับ มีการทำวิสัยก่อนที่เราจะรอด,1967.407,1970.93
622,เพราะฉะนั้นเนี่ย ถ้าท่าน เอ่อ ขวดมุ่งเห็ดอะไรต่างๆ เนี่ย ลอง,1971.679875,1974.928875
623,ทานดูนะครับ ไม่จำเป็นจะต้องไปยา กินยาเอ็นเซตแรงๆ,1974.928875,1978.380875
624,ได้จับเกือบทั้งหมดนะครับ,1978.73,1980.01
625,กระซอกแผ่นบ่าวด้วยนะครับ,1980.63,1982.679875
626,จริงๆ แล้วมัน มัน มีเราได้ผลนะครับ แล้วก็ packaging แล้วก็,1983.1,1986.32
627,แตกต่างกันครับ,1986.62,1987.419875
628,เป็นเด็กเช็กซิงที่มีคุณภาพนะครับ,1987.97,1989.94
629,ไม่มันมันเป็นแบบวิชาแพ็คที่จะทำให้,1990.399875,1994.01
630,คุณภาพยังคงอยู่แล้วก็จะทำให้การโดด,1994.34,1997.167
631,สูงอะไรต่างต่างไม่ได้ ไหว้ลงจากการที่,1997.167,1999.994
632,ไม่สามารถรักษาความชื้นอะไรต่างต่างได้,1999.994,2002.821
633,แล้วครับ,2003.37,2003.99
634,ทำไมรายได้ส่วนนี้เป็นแม่สะพันธ์และยาว,2005.95,2008.374
635,นักศึกษาโรคยอดจ่ายถึงได้ลดลงหรือลดลง,2008.374,2011.0
636,ทีนี้ส่วนหนึ่งเนี่ยก็เกิดจากการที่,2011.539875,2013.939875
637,เรา เอ่อในครึ่งปีแรกก็ยอมรับว่า,2013.939875,2016.339875
638,เงินปรับราคาไปแล้ว,2016.63,2017.62
639,แล้วเราก็เลยกลายเป็นว่า เราเอ่ย,2018.159875,2020.7
640,มูลค่าลดลงแต่กำไรมากขึ้น,2021.019875,2023.6
641,แต่ว่าตอนนี้เราก็ยอมรับว่าเราพยายามจะไปเพิ่มประสิทธิภาพ,2024.19,2027.96
642,ในการผลิตเพื่อจะเป็นรถต้นทุนการผลิตมากขึ้น,2027.96,2030.54
643,ที่จะทำให้เราได้ทั้งวอลลุ่มทั้งกำไรนะครับ,2031.01,2033.76
644,เราก็สามารถปรับปรุงประสิทธิภาพ,2034.09,2036.306
645,เนี่ยในการผลิตเนี่ยในช่วงหกเดือน,2036.306,2038.3
646,น่าจะดึกปัจจุบันแล้วก็ปรับภูมิตลอดเวลานะครับเพื่อให้,2038.83,2041.97
647,เพื่อให้เขาเรียก เอ่อในแต่ละแบบสไตล์เนี้ยสามารถ,2042.399875,2045.919875
648,ไม่เปลืองเลย ลด,2046.639875,2048.06
649,ไม่ใช่,2048.629875,2049.409875
650,สมมติเรามีวัตถุดิบ 100 เราก็จะทำได้ 100 โต๊ะ,2050.52,2053.7
651,อาจจะทำได้เก้าสิบเจ็ดก็ไม่ได้ทำ,2053.99,2056.19
652,ได้แค่เก้าสิบสี่ก็ประมาณนี้นะครับ,2056.19,2058.3899999999994
653,คิดว่าในไปมาตรศาสตร์ ในมาตรศิริราชจะดีขึ้นนะครับ,2059.360125,2062.52
654,แต่พันธุ์,2063.51,2064.2
655,ทำไมรายได้ส่วนที่เป็นอาหารเสริม,2066.409875,2070.100125
656,โฆษณะเพศศักดิ์ถึงได้มียอดขายลดลงก็,2070.95,2073.84
657,ก็ยอมรับว่าเหมือนเหตุผลเรื่องยาแล้วก็พวกนี้,2073.84,2076.97
658,หรือตั้งแต่ต้นปีต้นมาเนี่ยเรามีการปรับรักษาไปนะครับ,2077.28,2080.49
659,ก็มีการกระทบอยู่เหมือนกันแล้วก็เลย,2081.130125,2083.864125
660,มีการรีวิสิตอยู่ว่าเราจำเป็นที่จะ,2083.864125,2086.847125
661,ต้องให้โปรโมชั่นอะไรต่างๆ เนี่ยกลับไป,2086.847125,2089.8301250000004
662,ในราคาเดิมหรือว่าเราพยายามที่จะ,2090.51,2092.6380000000004
663,ลดต้นทุนในการผลิตเนี่ย ที่บางอย่างนะครับ,2092.6380000000004,2094.9600000000005
664,อันนี้เราก็คิดว่าในไตรมาส,2095.51,2097.4240000000004
665, 3-4 เนี่ยน่าจะกลับมากนะครับ,2097.4240000000004,2099.5500000000006
666,ร้านขายยานักปัจจุบันเปิดได้ที่สาขาแล้วนะครับ,2102.09,2105.90025
667,เพราะปัจจุบันซ่อที่ต้นชนในสไลด์นี่,2106.57,2108.965
668,เลเตอร์วอร์ดนั่นเป็นศักดิ์ศาสตร์ที่ 28 นะครับ,2108.965,2111.36
669,แล้วก็ครึ่งปีหลัง คำว่าครึ่งปี,2112.45,2114.665
670,หลังน่าจะเป็น 3 เดือนหลังแล้วครับ,2114.665,2116.88
671,อันนี้เหลืออย่างแค่สามเดือนเนี่ยก็คิดว่าน่าจะเปิดได้ ประมาณสาม,2117.28,2121.0350000000003
672,ถึงสี่สาขานะครับปีนี้เราก็จะจบที่สามสิบสามสิบเอ็ด,2121.0350000000003,2124.7900000000004
673,คือต้องยอมรับว่าโดยหลักการของเราเนี่ย,2125.52,2128.241
674, ตั้งแต่ต่อตั้งบริษัทมาหรือพ่อสละมาเนี่ย,2128.241,2131.21
675,เรามักจะตั้งตรงนี้ตาม,2131.71,2133.871
676, Full-Sitting Theory นะครับ,2133.871,2136.34
677,ความมีไขมันจะค่อนข้างสูงนะครับ,2136.62,2138.86
678,เพราะฉะนั้นมันคล้ายๆว่าเราตั้งเป้าว่า,2139.6,2142.278
679,จะปิด น้องๆฝ่ายเสือตั้งเป้าว่าจะปิด 120,2142.278,2145.2
680,ถ้าไม่ได้อย่างน้อยก็จะผิดเกินร้อยนะครับ,2145.56,2147.85
681,อย่าลอง,2148.27,2149.04
682,จะไปเฝ้าเฝ้าที่ไหนเราก็ต้องตั้งเป้าเกินไว้ก่อนนะครับ,2149.47,2152.39025
683,เพราะฉะนั้นเนี่ยมันก็เลยเราตั้งเป้าไว้สาม,2152.82,2155.2650000000003
684,ห้าเราไม่ถึงเราอย่างน้อยเราก็ได้สามเอ็ด,2155.2650000000003,2157.7100000000005
685,แต่ถ้าเราตั้งเป้าจาก 20 เป็นแค่ 30,2158.29,2160.742
686, เวลาเราตกมาจะเหลือแค่ 25 นะครับ,2160.742,2163.44
687,นั่นก็เป็นเรื่องที่เราบอกติดว่าจะต้องตั้ง,2164.23,2166.99
688,เป้าไว้ฝึกอยู่แล้ว อยู่บน Trust Case ว่าถ้าเกิดเรา,2166.99,2169.98
689,เราเปิดโดยไม่สะดุดอะไร ไม่ว่าจะเรื่องของการแบนลอร์ดสมมติ,2170.63025,2174.41525
690,พื้นที่การยื่นขออนุญาตเอายอเนี่ยเราจะเปิดได้เท่าไร,2174.41525,2177.78025
691,สูงสุด,2178.07,2178.74
692,เพื่อให้มันอยู่ใน Speed นะครับ ในการ,2179.57,2182.1
693,ความแบบเป็นที่นะครับ,2182.45,2183.92
694,ก็คำตอบก็คือ น่าจะเปิด,2186.76,2189.01
695,ได้อยู่ต่ำกว่า 30-31 33,2189.01,2191.26
696,เพราะฉะนั้นเราพบว่าอย่างกรณี,2192.16025,2194.07825
697,ที่ภูเก็ตก็ใช้เวลาค่อนข้างมาก,2194.07825,2196.20925
698,กับระบบที่เรา,2196.6,2197.99
699,เราวางไว้นะครับ ไม่ว่าจะเกิดจาก เอ่อ แร้นหลอด,2198.32,2201.2
700,ที่ยังไม่ได้ส่งมอบเป็นที่แย่กับเรา,2201.68,2203.86
701,แล้วก็ในการที่จะออกแบบ,2204.28,2206.5750000000003
702,ดีไซน์แล้วก็การต่อสร้างด้วย,2206.5750000000003,2208.8700000000003
703,ถัดไปนะครับ,2211.67,2213.21
704,Cost Profit ของร้านยาแล็บฟันฟรีปัจจุบัน,2214.03,2216.9150000000004
705,ก็ดีขึ้นเรื่อยๆนะครับ Cost Profit แบบนี้,2216.9150000000004,2219.8000000000006
9, The,2220.25,2221.66
706,สี่สิบเปอร์เซ็นต์ได้นะครับอัน,2222.3,2224.1870000000004
707,นี้เราก็ตั้งเป้าด้วยว่าเราอยาก,2224.1870000000004,2226.3100000000004
708,จะเหลือ Net Profit อยู่ประมาณ 8% นะครับ,2226.57,2229.17
709,ถัดไปเม็ดคำถามเกี่ยวกับโรงงานผลิตยานะครับ เลื่อนขึ้นไปหน่อย,2232.54975,2236.47
710,สำหรับโรงงานผลิตยาทั้งหมดนะครับ เป็นสัดวิการใช้กรรมการผลิตอยู่ที่กี่เปอร์เซ็นต์,2237.38,2241.32975
711,ก็ที่,2242.03975,2243.41
10," Oh, we...",2243.89,2244.67
712,ที่อายุทยาหาเวียน,2245.04975,2246.31975
713,ก็ยอมรับนะครับว่าปัจจุบันใช้,2246.58975,2249.16575
714,กำลังกรมถึงไม่ได้มากเท่าไหร่นะครับ,2249.16575,2251.99975
715,อยู่ที่ประมาณ 30-40% เองครับ,2252.56975,2255.41
716,ก็เราก็มีอย่าง อย่างเช่นเราที่มี,2256.03975,2258.64975
717, Project ที่จะทำยาตาของเราเองเนี่ย,2258.64975,2261.51975
718,ก็เลยจ่ายเทียนเสียเพิ่มนะครับ,2262.00975,2263.50975
719,หรือจารย์ไปคุยพาร์ทเนอร์ชิปนะครับที่ผมเดินทาง,2263.81975,2266.28975
720,ต่างๆ เนี่ยก็คือไปคุยพาร์ทเนอร์ชิปเนี่ย,2266.28975,2268.37975
721,อย่างเช่นไปดูโรงงาน Lotus สมาสนิกโน่ของทาง,2268.94,2272.63
722,ก็พอที่ไต้หวันเมื่อสองเดือนที่แล้วเนี่ย,2273.44,2275.9
723,แล้วทางเขาเองก็มีจันทร์มาออเดรตตรงนั้น 3 รอบนะครับ,2276.19,2280.04975
724,พวกเราแถมประชุมร่วมกันเรื่องไม่,2280.51975,2282.59975
725,เดินต่าง มันต้องใช้เวลาไปหมดเลย,2282.59975,2284.91075
726,การไปคุย,2285.61975,2286.29975
727,มีความร่วมมูกับ,2286.59975,2289.23
728,ไปสักหนึ่งที่มุมจีนนะครับก็ยังอ่อนตัวอิ่งเลยครับ,2289.74975,2293.55975
729,ก็คิดว่าถ้ามันขึ้นได้อย่างไรก็,2294.13,2296.387
730,จะมาเรียนในออกเซนติตี้เด็กครั้งหน้า,2296.387,2298.8700000000003
731,แต่ว่าในหลักเดียวกันเราก็มีการโอน,2299.86975,2302.76975
732,แล้วก็การ์ดเซิลล์ ดำรับยาหลังเด็ก ดำรับไปที่อายุทยานะครับ,2303.02975,2306.84975
733,ก็ฟิล์ม capacity อย่างเช่น เดล,2307.42,2309.779
734,ล่าพลาดเนี่ยจะผลิตอยู่ภายใต้ โรงงาน,2309.779,2312.4
735,ก็คิดว่าจะทำให้,2312.83975,2315.56975
736,ใช้ capacity มันมากขึ้นเรื่อยๆนะครับ,2315.98,2318.54975
737,แล้วก็สำหรับสมุดบางการตรงนี้ก็ฝั่ง,2320.5,2323.097
738,ยาเนี่ยใช้อยู่ที่ 100% อยู่แล้ว แล้วตอนนี้,2323.097,2325.9300000000003
739,ที่เป็นผลิตอาหารเสริมแล้ว ก็ยังอยู่กับทางพาเซตตี้นะครับ,2326.3,2329.49
740,อันนี้เราก็เลยเริ่มเปิดรับที่จะรับจ้างผลิตให้บริษัท,2329.96,2332.869
741,มากขึ้น อย่างปัจจุบันเรารับจ้างผลิตให้อยู่ 2 บริษัทนะครับ,2332.869,2335.96
742,ดูทางคายุเนี่ยน จับทาง,2336.38,2338.58
743,ก่อนที่จะพูดถึงการเป็นสัตว์อังกฤษนะครับ,2339.01,2341.27
744,ตอนนี้ก็เริ่มมีการคุยนะครับกับ ยอม,2341.92,2344.81
745,รับว่าเราจะรับแต่รายใหญ่ๆนะครับ,2344.81,2347.7
746,เพราะเราคิดว่าเราต้องจ่ายเป็นบอลลูก แล้วเราก็ต้องจ่าย,2348.34,2351.4
747,ให้เป็นสถานะผลิต,2351.96,2353.42
748,เป็นบริษัทที่มาตรฐานนะครับเราจะไม่ได้รับทั่วไป,2354.95,2358.43
749,รับล็อตสองรับเนี่ยเราจะรับบริษัทที่ค่อนข้างจะมีแผน,2358.79,2362.33
750,ในระยะยาวนะครับมีการทำการใส่กันราคา,2362.69,2365.44
751,ก็เชื่อว่าทั้งสองบริษัท พวกท่านก็เห็นอยู่นะครับ ไม่ว่าจะทายูเลียนหรือทาง,2365.97,2369.87
752,ภาวะอินโดบิกเนี่ยก็ก็มีแผนที่จะ,2370.44,2373.04
753,การแชร์เฉลี่ยราช,2373.48,2375.4
754,ตอนนี้เราคนนึง,2376.49,2377.3
755,คุยกับต่ออีกสองรายนะครับในการที่จะเข้ามาจ้างผลิต,2377.61,2380.85
756,คำถามถัดไปเบลล่าพลา,2382.8,2385.101
757,ที่ใช้แผ่นเป็นอลูมิเนียม,2385.101,2387.73
758,แพงกว่าคู่แข่งที่ใช้พลาสติกไหมครับ เราแพงกว่า,2388.61,2392.1
759,ตู้แข่งสมบัติกับแข่งแล้วมีอะไรดีกว่าครับ,2392.66,2396.1
760,ก็คือเห็นอย่างนี้ครับ,2397.26,2399.09
761,จริงๆแล้วในแง่ของเนื่องจากผมเองก็เป็นเภสัชนะครับ,2400.11,2403.504
762, เภสัชร้อยปี มีแต่กฎประกอบทางการแท่นในเภสัชนะครับ,2403.504,2407.11
763,บอร์ดเราก็ไปขัดประจานถึงสองสามท่านนะครับ,2407.72,2410.26
764,แล้วก็เป็นทีเอชดีหลายท่าน,2410.87,2413.76
765,เรามีเทศกาล มีศักยภาพ,2414.09,2416.5550000000003
766,แพทย์ มีนักวิทยาศาสตร์อยู่,2416.5550000000003,2419.0200000000004
767,โดยหลักการเนี่ยมันคือเป็น Bidster's Pack,2419.74,2423.01
768, เนี่ยมันจะเป็นการที่จะรักษาคุณภาพผม,2423.01,2426.28
769,อย่าได้ดีกว่านะครับ,2426.76,2428.16
770,เพราะฉะนั้นเนี่ย,2430.61975,2431.69
771,แต่ผมไม่สามารถจะไปพูดถึงแบรนด์อื่นได้,2432.39,2434.742
772,นะครับผมคือเพราะฉะนั้นเนี่ยจริงๆ แล้วอ่ะ เออ,2434.742,2437.2899999999995
773,ผมคิดว่า Business Pack เนี่ย,2437.58975,2438.80975
774,เราต้องเน้นคุณภาพไว้ก่อนนะครับ,2439.09975,2440.89
775,เพราะงั้นการที่เป็นพิสเตอร์แพ็คเนี่ยมันจะ,2441.19,2443.6
776,ถูกกับพลาสสิกแก้วที่เป็นแบบนิ่มๆอย่างเงี้ย,2443.6,2446.229
777,ในการเก็บรักษาความสูงด้วยค่ะ,2446.48975,2448.53975
778,เพราะฉะนั้นเนี่ยเราจะพบว่าการที่มันสามารถรักษา,2449.13,2452.183
779,คุณภาพได้ รักษาความชื้นได้เนี่ยเวลาเราถ่ายเข้าไปเนี่ย,2452.183,2455.44
780,มันก็จะทำให้เอ่อเอายาได้เต็มเต็มนะครับ ดู,2456.10975,2459.39175
781,ซึมได้ดี ออกฤทธิ์ได้เร็วนะครับมันก็จะแก้ปวด,2459.39175,2462.6737500000004
782,ประจำเดือน ปวดท่อ ปวดหุ้นได้ไม่ได้ไปกินยาแรงแรง,2462.6737500000004,2466.1897500000005
783,ฉะนั้นก็ต้องยอมรับว่าต้นทุนก็แพง,2467.63,2470.0550000000003
784,กว่านะครับ เราก็ถือว่าเราเทียบเคียงกับ,2470.0550000000003,2472.4800000000005
785,เปิดที่ข้างสำหรับ,2472.97975,2474.2
786,บริษัทข้ามชาตินะครับที่อาจจะ,2475.36975,2477.64
787,ที่ท่านรู้จักตีมานานนะครับ ลองมอง,2478.03975,2480.86975
788,เรามองว่าเราอยู่ในระดับเดียวกันกับตรงนั้นนะ,2481.21,2484.01975
789,เพราะว่าทั้งในแง่มาตรฐานจารย์ผลิตโรงงาน,2485.35975,2487.83275
790,เรา เราเป็นระดับมาตรฐานโล่งอยู่แล้วนะครับ,2487.83275,2490.52975
791,ผมเองอยู่กิจกรรมชาติมานานนะครับ,2490.93,2492.96975
792,ก็คิดว่าเราไม่ได้ได้บ่าเลย,2493.4,2495.93
11, Only,2496.55975,2497.28975
793,สุภาพการผลิต,2497.57975,2498.78975
794,แล้วในแง่ถ้าเกิดจริงตอนนี้เราคิดว่าเราน่าจะดีกว่า,2499.34975,2502.13
795,อยากสอบถามซีลิต้ากับยู,2507.11975,2509.59975
796,ดูเงียบๆเราจะแก้เปลี่ยนยังไง,2509.59975,2512.38975
797,ต้องขอเคลียร์นิดหนึ่งนะครับ คือสิวิตาเนี่ย ถ้าเป็นสิวิตา,2512.82,2516.8120000000004
798,คลาเซียม สิวิตาคลาเซียมเนี่ยคือเขาจ้างผลิตอย่างเดียวนะครับ,2516.8120000000004,2520.57
799,การศึกษาเอกชนตลาดที่เขาเป็นคนทำหมดเลยนะครับ,2520.99,2523.55
800,งั้นถ้าจะเงียบลงหรือดีขึ้นก็จะขึ้นอยู่กับทางไทย,2524.23,2527.35975
801,แต่ก็ส่งผลกระทบกับเราได้ ทั้งเก็บเขา มันจ้าง,2527.79,2530.8
802,คงเงียบลง ทศบาลจ้างเราผลิตล้วนลง อันนี้,2531.19,2534.09
803,สำหรับนะ แต่ว่าถ้าภายใต้เป็นสัดร่วมทุนเนี่ยมัน,2534.6,2537.376
804,จะอยู่ภายใต้แบบที่เรียกว่า Interforma Civita,2537.376,2540.35
805,ปัจจุบันจะมีสองตัวหลักๆนะครับก็คือลิซ่า,2540.95,2544.31
806, DHA ผมคิดว่าลิซ่า DHA ตอนนี้ดีขึ้นเรื่อยๆนะครับ,2544.31,2547.67
807,ทาง เอ่อ ทางเคยีนเนี่ยก็พึงพอใจกับผลประกอบการนะครับว่า,2548.26,2551.85
808,มันก็กำลังดีขึ้นเรื่อยๆนะครับ,2552.25,2554.15
809,รีซ่า DSA 600 ด้วยกัน,2554.67,2556.608
810, อีกตัวหนึ่งก็คือ TrueBow,2556.608,2558.869
811,Turbo เนี่ย ในแง่กับทางตลาด OTC หรือ,2559.29,2562.257
812, Consumer อาจจะไม่ได้รับรู้นะครับ,2562.257,2565.52
813,ในวิสัยทัศน์ในแผนกลยุทธ์นี้ที่ตกลงกันก็,2565.98,2568.84
814,คือการที่เราจะเอาไปเข้าโรงพยาบาลก่อนนะครับ,2568.84,2571.7000000000003
815,เพราะฉะนั้นเนี่ยการขายเราไม่ได้จะไป,2572.42,2575.127
816,ขายค่อนข้างเป็นว่าจะอยู่ อยู่ที่ร้านแล็บบ้าง,2575.127,2578.08
817,ตัวทูโบนะครับ ปัจจุบันก็เข้าไปได้อยู่ประมาณ,2578.64,2581.708
818, 6 โรงพยาบาลแล้วก็คลีนิกประมาณ 50 กว่าคลีนิกนะครับ,2581.708,2584.98
819,เรากำลังไล่ผังเข้านะครับ,2585.53,2587.29
820,แล้วก็พึ่งนอนสักไม่นานอยู่ที่พืช ไปเรียนอีกขั้นหนึ่งครับ,2587.6,2590.2
821,การจะเข้าโรงพยาบาลเนี่ยมันใช้เวลาถึงปี,2590.51,2592.65
822,แล้วระหว่างทางเนี่ยถ้าไม่มีคุณภาพอ่ะ,2593.5,2596.14
823, มันก็จะตายไปเลยครับ,2596.14,2597.82
824,โอ้จุดเริ่มต้นเลยคุณต้องไปพรีเซนต์ก่อนนะครับหลังจาก,2598.32,2601.395
825,นั้นเขาจะขอทดลองใช้อาจจะสิบห้าเคสยี่สิบเคส,2601.395,2604.47
826,นะครับเหมือนเป็นไพรอทสตาร์ทดีถ้าใช้แล้ว เอ่อ คน,2605.43,2608.733
827,ไข้ดีขึ้นได้ผลเนี่ยมาถึงจะบู๊ปไปสเต็ปถัดไป,2608.733,2612.2899999999995
828,อยากจะเรียนให้พ่อเลยว่ามันมีแบรนด์,2612.99,2615.135
829,อาหารเสริมแบรนด์เขาใช้แบบหลายแบรนด์เลย,2615.135,2617.28
12, spin.,2617.65,2618.03
830,ว่าทำปกติเหมือนจะอินเตอร์ฟาร์ม่า,2618.48,2620.95
831,ก็อย่าไปเท่าโรงพยาบาลกัน,2621.44,2623.97
832,แล้วก็ไปเสนอนะครับปรากฏว่าทาง,2624.38,2626.81
833,แพทย์ที่ลองใช้นะครับก็ไม่ได้ผล,2626.81,2629.24
834,ก็ได้ไฟ,2630.12,2631.4
835,เพราะว่าจริงๆ แล้วมันต้องอยู่ในมาตรฐาน,2631.97,2634.572
836,ในการผลิตที่ค่อนข้างสูงนะครับ,2634.572,2636.701
837,ถ้าไม่ทาน อาจจะดูแล้วถูกกว่า,2637.21,2640.142
838, แต่อาจจะไม่ได้เลย เหมือนท่านกินแป้ง,2640.142,2643.4
839,แล้วอาจจะมีความเสี่ยงด้วยถ้าโรงงานไม่มาตรฐานนะครับ,2644.41,2647.25
840,เพราะฉะนั้นสิ่งเหล่าออมมันเป็นแบคทีเรียที่มีชีวิตนะครับ,2647.61,2650.22
841,แล้วก็สิ่งที่น่ากลัวมาก ๆ คือสารบนเพื่อนนะครับ,2650.8,2654.27
842,การที่ท่านจะบำรุงสุขภาพ แต่กลายเป็นรัฐท่านเสียสุขภาพนะครับ,2654.56,2658.43
843,เพราะฉะนั้นเนี่ยก็เป็นสิ่งที่คนจริงๆ แล้ว,2659.27,2661.9
844,ต้องยอมรับว่าคุณจะทาอะไรเข้าไปเนี่ย,2661.9,2664.53
845,จะดูจากรูปราคาอย่างเดียวนะครับมันเป็นความอันตราย,2665.09,2667.96
846,ถ้างั้นสู้ไม่กินจะดีกว่านะครับ,2668.26,2670.08
847,ก็ สำหรับยู ก็คิด,2671.85,2674.37
848,ว่าก็จะไปเรื่อยๆตาม,2674.37,2677.31
849,การที่เรายิงเขาเสนอเนี่ยก็ทำให้,2677.65,2679.875
850,ฐานนะครับของการเขาเรียกว่าอะไร,2679.875,2682.1
851,take off แบบมันสูบขึ้นบนระดับมือนะครับ,2682.56,2685.09
852,เราก็ ก็ยังขายไปอยู่ในกลุ่มคนที่เขา,2685.58,2689.45
853,เข้าใจมีเรื่องของโปรเบติกดี รู้ว่ายาสีควันโปรเบติก,2689.96,2693.475
854,เนี่ยมันเป็นเทรนด์อย่างนี้นะครับ สเติร์ส google ก็ขึ้นแล้วแหละ,2693.475,2696.37
855,ปัจจัยบ้านเนี่ย,2696.73,2697.55
856,ก็,2698.15,2699.32
857,ก็เราก็ไม่ได้ยิงในเทอมนะครับเพราะถ้า,2700.04,2702.66
858,ไม่อยากให้เงียบ อาจจะต้องไปยิงโฆษณาอีก,2702.66,2705.28
859,อาจจะไม่เงียบนะครับก็หมดเวลาพอดีครับ,2705.68,2708.82
860,สิ่งที่เหลือ นี่คืออาจารย์เกือบเวลาสำหรับคำถามนะครับ,2709.47,2712.47
861,ก็ขอขอบคุณทุกท่านนะครับที่รับฟังแล้วก็,2713.01,2716.65
862,ขอให้ทุกท่านสุขภาพดีนะครับ ไปสั่น,2717.21,2719.88
863,แล้วก็ จะพยายามอย่างเต็มที่นะครับ มี,2719.88,2722.55
864,ที่จะ เอ่อ มีการเติบโตแบบ sustainable นะครับ,2722.82,2726.15
865,อาจจะต้องรอผลงานนิดหนึ่งครับ ในการที่เราจะเปิดโตนะ,2726.71,2730.217
866,ครับ เราไม่ได้เป็นกษัตริย์ที่จะทำงานแบบปีหัวเข้าบ้านนะครับ,2730.217,2733.9300000000003
867,ผมคิดว่าหลายๆอย่างมันจะเกิดขึ้นในระยะ,2734.55,2737.21
868,แล้วก็ระยะยาวครับผม,2737.73,2739.37
13, Yeah,2748.96,2749.48
