start	end	text
2621420	2624360	ก็อยากไปเท่าโรงบาลเหมือนกัน
2624360	2626440	แล้วก็ไปเสนอ
2626440	2630100	ปัญหาว่าแพทย์ทดลองใช้แล้วไม่ได้ผล
2630100	2631940	ก็ตายไป
2631940	2637160	เพราะว่าจริงแล้วมันต้องอยู่ในมาตรฐานการผลิตที่สังๆสูง
2637160	2639640	เองั้นจริงๆ แล้วทุกท่านถึงจะไปทานย่ออื่น
2639640	2640900	อาจจะดูแล้วเหมือนถูกกว่า
2640900	2642140	จริงๆ แล้วมันอาจจะไม่ได้เลยๆ
2642140	2645140	เหมือนท่านกินแป้ง
2645140	2647760	อาจจะมีความเสี่ยงด้วยถ้าโรงงานไม่มาตรฐาน
2647760	2650680	และจริง ๆ แล้ว มันเป็นแบตที่ใด ๆ ที่มีชีวิตนะครับ
2650780	2654400	แล้วก็สิ่งที่หน้าโกรธมาก ๆ คือฝากคนเพื่อนนะครับ
2654520	2658760	แทนที่ช่างจะบำรุงสุขภาพ แต่กลายเป็นมาทั้งสื่อสุขภาพนะครับ
2659220	2664680	เพราะฉะนั้นเนี่ย มันคืออะไรẫn่า people ต้องยอมรับว่าคุณจะทานอะไรเข้าไปนี่
2664680	2668940	แต่ดูแต่เรื่องราคาอย่างเดียวนะครับ มันเป็นความอันตรา
2668940	2672020	ถ้างulus teachings be gained it would be much better
2672160	2676600	สำหรับยูก็คิดว่าจะไปเรื่อย ๆ ตาม
2677880	2680440	เพราะว่าโดยเวทที่เรายิง  llev and share
2680440	2683080	ทำให้ หักกา โดยเรียกว่า H Grease Off
2683080	2685600	มันสูงขึ้นมาระดับหนึ่ง
2686280	2691120	และยังขายไปอยู่ในกลุ่มที่เขา เข้าใจเรื่องขัวโปรเบิร์ติก insulting
2691120	2695120	หรือว่ายาศิษย์พันธ์โปรเวติก มันเป็นเทรนด์
2695120	2699120	Search Google ก็ขึ้น ปัจจุบันนี้
2699120	2703120	เราก็ไม่ได้ยิงหน่อยเพิ่ม
2703120	2707120	ถ้าไม่อยากให้เงียบ จะต้องมายิงโฆษณาอีก
2707120	2711120	แต่มันอาจจะไม่เงียบ ก็หมดเวลาพอดี
2711120	2715120	นี่ก็เผื่อเวลาสำหรับคำถาม
2715120	2719120	ขอขอบคุณทุกท่านที่รับฟัง และขอให้ทุกท่านสุขภาพดี
2719120	2723120	เราก็จะพยายามอย่างเต็มที่
2723120	2727120	ในการเจอโตแบบ Sustainable
2727120	2731120	แต่จะต้องรอผลงานนิดหนึ่งในการที่เราเจอโต
2731120	2735120	เราไม่ได้เป็นคนที่จะทำงาน แบบปีหัวเข้าบ้าน
2735120	2739120	ผมคิดว่าหลายระยะมันจะเกิดขึ้น ในระยะกลางและหลายระยะยาว
2749120	2764180	บีบีบีบ
