true_text,pred_text
ไม่แน่ใจมองยังไงที่จะทำให้ธุรกิจนี้ชนะในระยะยาวได้ ,ไม่ได้ใจบ่งลงในที่ทำธุรกิจมีชนะในระยะยาวได้
 ก็ต้องยอมรับนะครับว่าโรงพยาบาลมันเป็นธุรกิจอินเทรนด์นะครับ เราก็ไปดูโรงพยาบาลมาค่อนข้างมาก,จริง ๆ คือก็ต้องยอมรับนะครับว่าโรงพยาบาลมันเป็นเรื่องจริงอินเทคนะครับ แล้วก็ไปดูโรงพยาบาลมันค่อนข้างมาก
เราก็ต้องมองว่าแพง ณ วันนี้เราก็ต้องยอมซื้อมันเป็นการ,ดีแล้วเขาต้องบอกว่าแพงแล้ววันนี้แล้วเขาต้องหยอดซื้อเพื่อคุมบัญชา
 เราจะเห็นว่ามีการ Takeover ของโรงพยาบาลของหลาย ๆ กลุ่มทุนเนี่ย,เราจะเห็นว่ามีการเทรดออเวอร์ของโลกบ้านของหลาย ๆ กลุ่มทุกเรือ
แพงในความหมายนี้อาจจะเป็นแพง แพงในความว่า เอ่อ อาจจะ,แพง มีความหมายเดียว อาจจะ มีแพง แพง มีความว่า เออ อาจจะ
ก็คิดว่าไม่ต่างอะไรกับใน Industry อื่นด้วยเหมือนกันนะครับ ที่ถ้าถูกเขาก็คงไม่ขายนะครับ,ก็ พบ ยุ่ง ไม่ ต่าง เลย กับ ใน อินดัสตี้ อื่น ๆ มัน จัง นะ ครับ ที่ ถ้า ถูก ประคอง โกง นี้ ไม่ ขาย นะ ครับ
แต่ถ้ามันก็จะมีถูกไปเลยที่มันไม่ได้โอเคเท่าไหร่เราก็คงไม่,แต่ถ้าหมดยอดจะมีถูกกันเลยที่มันไม่ได้โอเคเท่าไหร่ก็คงเกรง
อย่างนครพัฒน์เนี่ยเรามีมุมมองว่าเป็นธุรกิจที่ ที่มีกำไรจากการที่เราจะไปทำก็,เอ่อ ใน ใน สองครั้งนี้ เนาะ มีมุมมองว่า เอ่อ วิธีที่มีสำไร จากการที่เราจะไปทำก็
 พอจะไปปรับมันจะยากแบบว่ามันเป็นธุรกิจที่มีกำไรอยู่แล้วเราก็เข้าไปปรับปรุงเพื่อให้กำไรมันมากขึ้น,ตอนที่จะไปทำมันจะยาก แต่ว่า มันเป็นเครื่องจิตที่มีกำไรอยู่แล้ว แล้วเข้าไปปรับปรุงเพื่อให้กำไรมันมากขึ้น
เราก็มองว่าสาเหตุที่ตัดสินใจซื้อถ้าไปดูเนี่ย,แล้วผมบอกว่าสาเหตุนี้ ถ้าถึงใจซื้อ ก็ให้ไปดูกัน
เราก็จะเห็นว่า เอ่อ มันยังอยู่ในระดับที่แข่งขันได้เนื่องจากโรงพยาบาลนครพัฒน์เนี่ยได้สร้างมา,เราก็จะเห็นว่ามันยังมีระดับที่แห่งขันได้นะครับ เนื่องจากว่าบาทนักศึกษาพระเบเศร้ามา
ค่อนข้างมากแล้วก็อยู่กลางเมืองนะครับ ที่ดิน 7 ไร่,คนชาวมากก็อยู่กลางมืออยู่กับที่ดินเจ็ดไร่
ขวามือเป็นโรงพยาบาลมหาราชนครศรีธรรมราช ซ้ายมือคือโรงพยาบาลนครพัฒน์,หัก ฝ่ามือ เป็น โรค บ่าย มหาลัย มัน ต่อ ซิก มัน มา ล่าง สาย มือ ขึ้น บ่าย แล้ว ฟ้อง ถัด
ไม่ต่างอะไรกับโรงพยาบาลธนบุรีที่อยู่ใกล้กับโรงพยาบาลศิริราชประมาณนั้นนะครับ,เป็นตาไว้จากโรงพยาบาลธงบดีนะครับ ที่อยู่ใกล้กับ เอ่อ โรงพยาบาลศิลาประมาณนั้นนะครับ
เพราะฉะนั้นเนี่ยก็ก็มองว่าในระยะยาวเนี่ยมันมีศักยภาพ,เพราะฉะนั้นเนี่ย ก็มองว่าหลายๆ อย่างเนี่ยมันมีสักอย่างผ่าน
ที่นครศรีธรรมราชก็เป็นค่อนข้างจังหวัดใหญ่แล้วเราก็มีแผนที่อยากจะเป็นโรงพยาบาล,ที่ เอ่อ นะคะ สิ่งแรกก็คือค่อนข้างจะว่างใหญ่ แล้วเราก็มีแผนที่อยากจะเป็นโรงพยาบาล
ที่จะ serve เอ่อ serve ระดับภูมิภาคนะครับ หลายๆจังหวัด,มีเจอเซอร์ เจอเซอร์ แต่กลับคุมมีทาง และพักรายได้เชิงว่า
นะครับ จริงๆก็มีการได้เรียนเชิญบอร์ดของเราซึ่งก็,นะครับ จริง ๆ ก็มีการได้เลือกเชิญบอกหลวงประวัติศูนย์ก่อน
เราเชื่อมั่นว่าในระยะ เอ่อ ไม่ต้องถึงระยะกลางกับยาวมันก็จะดีขึ้นเรื่อย ๆ นะครับ,โอซก็มั่นว่าในระยะ เอ่อ ไม่ต้องให้ขับจานไปยาว เหมือนทอดจะดีขึ้นเรื่อย ๆ นะ
ข้อที่สาม หลัง ๆ สินค้าออกใหม่ของเราดูไม่ปังและออกซ้ำ,ข้อที่สาม ยัง หนัง สินค้า ออม ใหม่ ของ เรา ดู ไม่ พลาง และ ออก สาม ยุม
 คือสินค้าออกใหม่มันก็ต้องใช้เวลาในการค่อย ๆ สร้างมัน,คือ เอ่อ สินค้า ออกใหม่ นะครับ มัน ก็ ต้อง ใช้ เวลา ใน การ ค่อย ค่อย สร้าง มัน นะครับ
ยกตัวอย่างเช่น Probac Mousse หรือ Lisa DHA พวกนี้มันก็ต้องค่อย ๆ สร้าง บางทีก็,แล้วก็อย่างเช่น โปรแกรมหมู หรือ ลิซ่า อัพดีเอสเอ พวกเนี้ย หมูก็ต้องค่อย ๆ ซ่านมันหรือเปล่า
ไม่สามารถที่จะสร้างมันปีเดียวแล้วก็ขึ้นมานะครับ,ไม่สามารถที่จะสร้างวันปีเดียวแล้วก็ขึ้นมานะครับ
แล้วก็จริงๆแล้วหลักการของเราก็คือเราก็ต้องการไปพิสูจน์ตัวเองในโรงพยาบาล,รับผิดจริง ๆ แล้วหลักจ่ายของเราก็คือเราพ่อต้องการเป็นพิสูจน์ตัวเองในโลกบ้าง
บางครั้งเราออกมาเนี่ยเราก็ต้องการไปเข้าโรงพยาบาลจะไม่ได้ทำ ถ้าเกิดปังบางครั้งอาจจะ,บางครั้งเราออกมาเนี่ย ลบว่าอาจารย์ไปเฝ้าโรงพยาบาล อาจจะไม่รีบทำ ฮะ ฟังบางครั้งอาจจะต้อง
อาจจะดูเหมือนปังคือต้องยิงโฆษณาเยอะ ๆ มันอาจจะดูปังแต่ว่ามันก็มีความเสี่ยง ,อาจจะดูบัตรปั่นแล้วคือการยิงโฆษณาเยอะเยอะ มันอาจจะดูปั่น แต่ว่ามันก็ไม่ความเสี่ยง
ความเสี่ยงกับการที่เราจะต้องไปเร่งมันให้คนรู้เร็ว ๆ ,ความเสี่ยงในการที่เราจะต้องไปเล้งมันให้คนรู้เร็วเร็ว
ก็คิดว่าสินค้าออกใหม่ของเราก็อยู่ในระดับที่,ผมจะนึก ว่าสินค้ากฎหมายของเรา ก็อยู่ในระดับที่
ไม่ว่าจะเป็นกลุ่มโภชนเภสัชตัวใหม่ ๆ,ไม่ว่าจะเป็นกลุ่มอุปโฆษณาเพศศาสตร์ตัวใหม่ ๆ
เพราะว่าผู้นำตลาด 2 แบรนด์เนี่ยก็ทำมานานพอสมควรนะครับ,ผมว่าก็มีตลาด สองแบรนด์เนี่ยก็ทำตลาดนานๆก็สุดหัวหวาน
แต่เราก็คิดว่าในแง่ของคุณภาพเราเนี่ยดีแน่นอนนะครับ ไม่ว่าจะเป็น,แล้วเราก็คิดว่าในแง่ของคุณภาพเราเนี่ย เอ่อ ดีแน่นอนนะครับไม่ว่าจะเป็น
ในแง่ตัวยา ในแง่ของแพ็คเก็จจิ้ง เรื่องของอะไรต่าง ๆ,อย่างเงี้ย ของอดตัวอย่าง อย่างเงี้ย ของเผ็ดจิ้ง หรือว่าของในดอกกาล
เรามอง คำถามถัดไป เรามอง M&A อย่างไรบ้างช่วงนี้,เรามองทางถัดไปแล้วมองเอ็มเป็นเอ อย่างไรบ้าง สู้หนี
ก็ ก็คิดว่าถ้าเอ่อ ก็จริงๆก็มีบริษัทเยอะมากเหมือนกันนะครับที่เข้ามาเสนอให้เราเข้าไปถือหุ้นบ้าง ไปซื้อกิจการบ้างนะครับ,ก็คิดว่าถ้าเอ่อ ก็จริงจริงก็มีบริษัทเยอะมากเหมือนกันนะครับ ที่มาเสนอให้เราเข้าไปถือหุ้นบ้านแหละ ไปซื้อจิตสุจริตบ้างนะครับ
เราเองก็คิดว่าถ้ามันอยู่ในวิสัยทัศน์ของบริษัทเราก็สนใจ,ตัวเองก็คิดว่าถ้ามันอยู่ในวิสัยทัศน์ ผมวิสัย โลโก้ ก็สนใจ
เป็นผู้นำทางสุขภาพครบวงจรทั้งของคนและของ,เป็นผู้นำเป็นทักษิณภาพ แบบ ผู้วงจร ทั้งสองคน และ เจ้าของ
แต่คำแนะนำนี้เข้าใจว่า ได้รับความ เอ่อ ได้รับคอมเมนท์อยู่เรื่อยๆนะครับ,แต่คำแนะนำนี้เข้าใจว่าได้รับคำ เอ่อ คำนวณอยู่เรื่อย ๆ เนี่ย ปั๊กก็
ก็น้อมรับนะครับก็คิดว่าเราก็มีการพิจรณาอยู่ว่าเราน่าจะมี IR,พ่อหนอมบอกนะครับเทอร์สิงคโปร์เราก็มีการพิจารณาอยู่ว่าเราเหมาะแน่จะเปลี่ยน
ผลการดำเนินงานช่วง Q3 และแนวโน้ม Q4 เป็นอย่างไรบ้าง อันนี้ผมพูดเท่าที่พอจะพูดได้นะครับเพื่อ,เอ่อ ผม จะ ดำเนินงาน ช่วง คิวสาร แล้ว แนวโน้ม คือ สี่ เป็น อย่างไรบ้าง อันนี้ ผม พูด เท่าที่ พอ จะ พูด ได้ นะ ครับ ผม
คือคือแนวโน้มอะครับคือจริงๆแล้วรายได้กำไรเราคิดว่า,ซึ่ง คือ แมวโน้ม นะ ครับ จริง จริง หรอ ไหล่ ได้ ทำไม หรอ ชิว วอล
ที่กำลังจะเกิดขึ้นใน Q3 Q4 จะเหมือน Q1 ครับ จริง จริงแล้วมันก็คือ ก็ยัง,ที่เราจะเกิดขึ้นได้ชีวิตสามชีวิตสี่จะเหมือนชีวิตหนึ่ง อ่ะ จริง ๆ แล้วมันก็คือ เพราะอย่าง
เราก็อยากจะโชว์ให้เห็นว่าถ้าเราเอาค่าโฆษณาเนี่ย,เราก็อยากจะโชว์ให้เห็นว่า เออถ้าเราเอาท่าโฆษณาเนี่ย
กลับเข้าไปจริงจริงแล้วกำไรมันควรจะเป็นแบบนี้ แต่เราจำเป็นที่จะต้องเอาเงิน,จับเข้าไปเนี่ย จริงๆ แล้วก็ไม่ควรจะเป็นแบบนี้ แต่หลบจนเป็นที่จะเอาเงิน
เพราะว่าแบรนด์พาราเซตามอลต่าง ๆ ที่โด่งดังมาเนี่ยก็เกิดจากการยิงโฆษณาให้การรับรู้,เพราะว่าแบรนด์พาราเซตามอลต่าง ๆ ที่โด่งดังมานี้จะเกิดจากการบีบโฆษณาในการรับรู้
สื่อแม้กระทั่งในโรงหนัง อะไร Whatever เนี่ยค่อนข้างจะ,อืม แล้วก็ ลม แบบ อะไร วะ ไอเวอร์ เนี่ย ค่อนข้างจะ
แต่ก็อยากจะบอกนักลงทุนว่าเราเชื่อมั่นว่า Bella para ของเราคุณภาพดีเรามีการทำวิจัยก่อนที่เราจะ Launch,แต่ก็อยากจะบอกน้องลูกคุณมาก น้องเชื่อมั่นในคำว่าเป็นล้าพันล้าน เนาะ ไปละห้าปี เนาะ มีการทำวิสัยให้ก่อนที่เราจะล้อ
 เพราะฉะนั้นแล้วเนี่ยท่านปวดเมื่อยอะไรต่าง ๆ ลองทานดูนะครับไม่จำเป็นจะต้องไปยา กินยา NSAID แรงๆ,อย่างเช่น ท่าน เอ่อ ขวดมือเห็นอะไรต่าง ๆ อย่าลองทาดูนะ ไม่จำเป็นจะต้องมียาจิงยาเอ็นเซตแรง ๆ
จริง จริงแล้วมันกินแล้วได้ผลนะครับแล้วก็แพ็คเกจจิ้งเรา,จริง ๆ แล้วมัน มันผิดเราได้ผลนะครับ เราก็ไม่เคยชี้วัด
ไม่ มัน มันเป็นแบบ Bissell Pack ที่จะทำให้,ไม่ยอมมองเป็นแบบประชุมฮักที่จะทำให้
คุณภาพยังคงอยู่และทำให้การดูดซึมอะไรต่าง ๆ,คุณภาพยังคงอยู่ มันก็จะทำให้การดูดซึมและน้ำตาไม่ดี
ด้อยลงจากการที่แพ็คเกจจิ้งไม่สามารถรักษาความชื้นอะไรต่าง ๆ ได้,ไล่ลงจากการพิษถ้าเกิดจริงไม่สามารถรักษาความชื้นอะไรต่าง ๆ ได้
ทำไมรายได้ส่วนที่เป็นเวชภัณฑ์และยารักษาโรคยอดขายถึงได้ลดลงนะครับ,ทำไมรายได้ส่วนนี้เป็นรัฐสภัณฑ์และยานักศึกษาโรงยอดถ่ายถึงได้ลงโลกมีโอกาส
อันนี้ส่วนนึงเนี่ยก็เกิดจากการที่เรา เอ่อ ในครึ่งปีแรกก็ยอมรับว่าเรามีการปรับราคานะครับ,ทีนี้ส่วนหนึ่งเนี่ยก็เกิดจากการวี้ราวระหว่าง เออ เลค ซึ่งปีแรกอ่ะก็ยอมรับว่าร่วม อ่ะ ปรับราคาเหลือ
แต่ว่าตอนนี้เราก็ยอมรับว่าเรากำลังจะเพิ่มประสิทธิภาพในการผลิตเพื่อจะไปลดต้นทุนการผลิตมากขึ้น,แต่ว่าตอนนี้เราก็ยอมรับว่าเราพยายามจะไปหยุดเพิ่มภาษีข้ามในการผลิตเพื่อจะไปลดลดลงใจผลิตมากขึ้น
 เราสามารถปรับปรุงประสิทธิภาพเนี่ยในการผลิตเนี่ยในช่วง 6 เดือน,เราก็สามารถปรับปรุงประสิทธิภาพในการผลิตในโซนหุ่นเกลื่อน
ได้จนถึงปัจจุบันเราก็ปรับปรุงอยู่ตลอดเวลานะครับเพื่อให้,แม่จะดื่มปัจจุบันแล้วก็ปรับตรงนี้ตลอดเวลานะครับเพื่อให้
เพื่อให้เขาเรียกว่า เอ่อ ในแต่ละ Batch size เนี่ยสามารถ,เพื่อให้ พวก เนี่ย เอิ่ม ใน แต่ละ แบบ สไตล์ เนี่ย สามารถ
อาจจะทำได้ 97 กล่องไม่ใช่ทำได้แค่ 94 กล่องเป็นประมาณนี้นะครับ,มัน จะ ทำ ได้ เก้า สิบ เจ็ด เจ้า ไม่ ได้ ทำ ได้ แค่ เก้า สิบ สี่ เจ้า ไป ประมาณ นี้ ด้วย ครับ
คิดว่าในไตรมาส 3 ไตรมาส 4 จะดีขึ้นนะครับ,ชื่อว่านี่เป็นมาตรศาสตร์ เป็นมาตรศีรษฎี ซึ่งเนื้อหัว
โภชนเภสัชถึงได้มียอดขายลดลงก็ ก็ต้องยอมรับว่าเหมือนเหตุผลเรื่องยานะครับ,โฆษณะเทศะถึงได้มียอดขายลดลงก็ก็ยอมรับว่าเหมือนเหตุผลต้องหย่ากับ
ตั้งแต่เริ่มต้นปีมาเรามีการปรับราคาไปนะครับ,คือตั้งแต่ต้นปีต้นมาเนี่ยเรามีการปรับรักษาไปเลยครับ
ก็ ก็ ก็มีการกระทบอยู่เหมือนกัน แล้วก็เลยมีการ Revisit อยู่ว่าเราจำเป็นที่จะต้องมีการให้โปรโมชั่นอะไรต่าง ๆ กลับไป,ก็ พวกเขา มี การ สะทก อยู่ เหมือนกัน แล้วก็เลย มี การ มี ลิขสิทธิ์ อยู่ ว่า เรา จำเป็น ที่จะ ต้อง ให้ โปรโมชั่น อะไร ต่าง นี้ จับ ไป
ในราคาเดิม หรือว่าการที่เราพยายามจะลดต้นทุนการผลิตเนี่ยลงนะครับ,เป็นราคาเดิมแต่ว่าเราพยายามที่จะลดต้นอยู่ในการผลิตเวียนที่พอคุ้มนะครับ
ตอนนี้เราก็คิดว่าในไตรมาส 3 4 เนี่ยน่าจะกลับ,อันนี้ลูกก็สิว่าในไตรมาสสารสีเหลืองน่าจะจับ
ร้านขายยา ณ ปัจจุบันเปิดได้กี่สาขาแล้วนะครับ,ล้าง ขาย ยา แล้ว ปัจจุบัน เปิด ได้ สี่ สาขา แล้ว นะ ฮะ
ก็ปัจจุบันก็ที่เพิ่งโชว์ในสไลด์เนี่ย Little Walk น่าจะเป็นสาขาที่ 28,เขาปัจจุบัน ซอ ที่พึ่งชนในสไลด์ เนี่ย นิตเตอร์วอร์ด ได้ หนึ่ง ศาสตร์ สาม ที่ ยี่สิบ แปด
ที่นี้เหลืออีกแค่ 3 เดือนเนี่ยคิดว่าน่าจะเปิดได้อีกประมาณ 3-4 สาขานะครับ ปีนี้เราก็จะจบที่ 30-31,อันนี้เลยแค่สามเดือนเนี่ยก็คิดว่าน่าจะเปิดได้เนี่ย ประมาณสามถึงสี่สิบสามขานะครับ ปีนี้เราก็จะจบทีสามสิบสามสิบเอ็ด
ตาม Goal Setting Theory เรามีแผนไว้ค่อนข้างสูงนะครับ,ความ Full Saving Theory หรือเปล่า ที่โดนความมีแผนคือค่อนข้างสูงนะครับ
เพราะฉะนั้นมันคล้ายคล้ายเราตั้งเป้าว่าจะปิดน้องน้องฝ่ายเซลล์ตั้งเป้าว่าจะปิด 120,แต่มันเสียใจว่าเราตั้งเป้าว่าสติ สิงห์ ดวงว้าวใส่สืบตั้งเป้าสติร้อยยี่สิบ
แต่ถ้าเราตั้งเป้าจาก 20 เป็นแค่ 30 เวลาเราตกมาจะเหลือแค่ 25 นะครับ,แต่ถ้าเราตั้งเป้าจาก 20 เป็นแค่ 30 เวลาลบออกมาจะเหลือแค่ 25 นะครับ
งั้นก็เป็นเรื่องปกติที่เราจะตั้งเป้าไว้สูงอยู่แล้ว เป็น Best case ว่าถ้าเกิดเรา,และเจ้าก็เป็นเรื่องที่เราบอกติดในสตาร์ท เป้าไปฟุ้งอยู่แล้ว และมีบทเคส ๆ ว่าถ้าเกิดเรา
เราเปิดโดยไม่สะดุดอะไรไม่ว่าเรื่องของการ Landlord ส่งมอบพื้นที่ การยื่นขออนุญาตอย.เนี่ยเราจะเปิดได้เท่าไหร่,เราเปิด หรือไม่สะดุด อะไร ไม่ ว่า จะ เรื่อง ของ การ แว่น หลอด สมมติ พื้นที่ จะ ยิ่ง ขออนุญาต เอา ยอ เนี่ย เรา จะ เปิด ได้ เท่าไหร่
 ก็คำตอบคือเปิดได้อยู่ราว ๆ 30-31 สาขา,ก็ ผม ตอบ ว่า ฟู เนี่ย จะ เปิด ได้ อยู่ ดอก สาม สี่ ถึง สาม สี่ สาม สาม
เพราะว่าอย่างกรณีที่ภูเก็ตก็ใช้เวลาค่อนข้างมาก,เพราะที่เราพบว่าอย่างกรณีที่ภูเก็ตก็ใช้เวลาค่อนข้างมาก
เราแล้วก็ในการที่จะออกแบบ ดีไซน์ การก่อสร้างด้วย,แล้วก็ในการที่จะออกแบบอิสระแล้วก็การก่อสร้างด้วย
Gross Profit ของร้านยา LAB Pharmacy ปัจจุบันก็ดีขึ้นเรื่อย ๆ นะครับ Gross Profit เราน่า,คอร์ส หกสิบ สอง ล้าน ยาน หนัก สอง ล้าน สี่ ปัจจุบัน ก็ดีขึ้นเรื่อย ๆ นะครับ คอร์ส หกสิบ แบบนี้
ถัดไปเป็นคำถามเกี่ยวกับโรงงายผลิตยานะครับเลื่อนขึ้นไปหน่อย,ถัดไป ไม่ช้ำถังเก็บกับโรงงานผลิตยานะครับ เรื่องที่ไม่หลง
สำหรับโรงงานผลิตยาทั้งหมดนะครับบริษัทใช้กำลังการผลิตอยู่ที่กี่ %,สำหรับโรงงานผลิตยาทั้งหมดนะครับ บริษัทมีการใช้กำลังการผลิตอยู่ที่สิบเปอร์เซ็นต์
เอ่อ ก็ยอมรับว่าปัจจุบันใช้กำลังการผลิตไม่ ไม่ได้มากเท่าไหร่,เอ่อ ก็ ยอมรับ นะ ครับ ว่า ปัจจุบัน ใช้ ข้อมูล อุดมศิลป์ นี้ ไม่ ดี มาก เท่าไหร่
ก็ก็ เราก็พยายาม อย่างเช่นเราที่จะมีโปรเจ็คที่เราจะทำยาตาของเราเองเนี่ย,เพราะเมื่อเราต้องการ มันจะมีสิทธิที่สำคัญกว่าเราเอง
หรือการไปคุย partnership นะครับที่ผมเดินทางต่าง ๆ ก็คือไปคุย Partnershipเนี่ย,อาจารย์ไปคุยภาษาอังกฤษนะครับที่ผมเดินทางหรือต่างๆเนี่ยก็คือไปคุยภาษาอังกฤษเนี่ย
เช่นไปดูโรงงาน Lotus Pharmaceutical ของทาง,ฉันไปดูโรงงานหลวงพัดฟอร์โมซิลิโฟลด์ของฉัน
แล้วทางเขาเองก็มีมา Audit โรงงาน 3 รอบนะครับ,คนไหนเขาเองก็มีการมาออดิศน์โรงแรม 3 รอบนะครับ
ก็วางแผน ประชุมร่วมกันเรื่องอะไรต่าง ๆ แต่มันต้องใช้เวลาไปหมดเลย,พวกเขาแข็งใจ ประชุมร่วมกัน เรื่องใด ๆ ต่าง ๆ ต้องใช้เวลาไปหมดเลย
Bad speech remove from dataset,คุณจ้างเป็นตัวดี ความรู้มือจับ
บริษัทนึงที่จีนนะครับก็ยัง On-going,ไปสับลงที่มุมจีนนะครับก็ยังอ่อนตัวยิ่งเลยครับ
ก็คิดว่าถ้ามันคืบหน้ายังไงก็จะมาเรียนในใน Opportunity Day ครั้งหน้า,เราคิดว่าถ้ามันขึ้นได้ยังไง เราจะมาเรียนในออฟเซอร์นิตีนไปครั้งหน้า
เรา tranfer ตำหรับยาหลาย ๆ ตำหรับไปที่อยุธยานะครับ,ไป แทนเซอร์ จำหลักยา หลังจากนี้ จำหลักไปที่ ยุทธยา นะครับ
ด้วย Field capacity อย่างเช่น Bella para ก็จะปิดอยู่ภายใต้,พวกสิ่งที่เขาตัดสิทธิ เช่น เดอะลาฮาลา เนเจอร์ติก อยู่ภายใต้
 แล้วก็สำหรับสมุทรปราการนะครับฝั่งยาตอนนี้ก็ใช้อยู่ที่ 100% อยู่แล้ว,แล้วก็สำหรับสมุนประการอย่างนี้ก็สัญญาเนี่ยใช้อยู่ที่ร้อยเปอร์เซ็นต์อยู่แล้ว
ที่เป็นอาหารเสริมก็ยังเหลือ capacity นะครับ,ที่เป็นผลิตภัณฑ์เสริมแล้ว เพราะยังมีคุณภาพที่ดีนะครับ
ตอนนี้เราก็เลยเริ่มเปิดรับที่จะรับจ้างผลิตให้บริษัทมากขึ้นนะครับ ปัจจุบันเรารับจ้างผลิตให้อยู่ 2 บริษัทนะครับ,วันนี้เราก็เลยเริ่มเปิดรับที่จะรับจ้างผลิตให้บริษัทนะครับคือดวงปฏิเสธเรารับจ้างผลิตให้อยู่สองบริษัทนะครับ
ครับแต่เราก็ยอมรับว่าเราจะรับแต่รายใหญ่ ๆ นะครับ,จะยอมรับว่าเราจะรับได้หลายใหญ่ ๆ อยู่แล้ว
เป็นบริษัทที่มาตรฐานนะครับจะไม่ได้รับทั่วไป,เป็น ประชาธิมิตรฐาน มันจะปรับปรุง จน ไม่ ได้ หลอก ทั่วไป
รับล็อตสองล็อตเงี้ย เราจะรับบริษัทที่มีแผน,รัฐบักสองหลักเนี่ย เราจะรับไปจากที่ค่อนข้างจะมีแผน
ชื่อว่าทั้งสองบริษัททุกท่านก็คงเห็นอยู่ไม่ว่าจะไทยยูเนี่ยนหรือทาง,ก็ชื่อว่าทั้งสองบริษัท คุณท่านก็คงเห็นอยู่แล้ว ไม่ว่าจะถ่ายยืนยืนหรือเปล่า
ก็ตอนนี้เราก็กำลังคุยกับอีก 2 รายนะครับที่จะเข้ามาทำการจ้างผลิต,พอตอนนี้เราก็มาคุยกับ ตอนนี้สังวราชนะครับ ในการที่จะเข้ามาจ้างผลิต
คำถามถัดไป Bella para ที่ใช้แผงเป็นอลูมิเนียม,คำถามถัดไป เบลล่าคาราที่ใช้แผงเป็นอลูมิเนียม
แพงกว่าคู่แข่งที่ใช้เป็นพลาสติกไหมครับ เราแพงกว่า,แพง กว่า กุ้งแข็ง ที่ ใช้ พลาสติก ไว้ ทำ ออก แพง กว่า
จริง จริงปล้วในแง่ของเนื่องจากผมเองก็เป็นเภสัชนะครับ บริษัทเรามีแต่บุคลากรทางการแพทย์มในบริษัทนะครับ,จริง ๆ แล้วในแง่ของเนื้อจากผมเองก็เป็นเภสัชนะครับ ไม่ใช่ว่ามี มีแต่อุปกรณ์ทางการแทนในเภสัชนะครับ
เรามีเอ่อ เภสัชกร มีสัตวแพทย์ มีนักวิทยาศาสตร์เนี่ย,เรามีเทศกะเช็ดกอง มีศัตรวาแครต มีนักวิทยาศาสตร์ได้อยู่
โดยหลักการเนี่ยมันคือ Blister Pack เนี่ยมันจะเป็นการที่จะรักษาคุณภาพของ,เอ่อ โดยหลักการเนี่ย มันคือ เป็นดิจิตเตอร์แท็กเนี่ย มันจะเป็นการวิจารณ์รับฝาก คุณภาพผม
แต่ผมไม่สามารถพูดถึงแบรนด์อื่น ๆ ได้นะ เพราะฉะนั้นเนี่ยคือ จริงจริงแล้วอะ เอ่อ เราก็คิดว่า Blister Pack เนี่ย,แต่ผมไม่สามารถจะไปพูดถึงได้ แต่ผมก็อาจจะไม่ได้ คือเพราะฉะนั้นเนี่ยจริงๆ แล้ว เราคิดว่า missle pack เนี่ย
เพราะฉะนั้นการที่เป็น Blister Pack เนี่ยมันจะดีกว่าพลาสติกแก้วที่เป็นนิ่ม ๆ อย่างนั้น,เฮ้ย ตามที่เป็นพิษต้องแท็กแบนว่าเธอถูกกับภาษีแก้วที่เป็นแบบยิ่งนิดนิดเลยนะ
เพราะฉะนั้นเนี่ยเราจะพบว่าการที่มันสามารถรักษาคุณภาพได้ รักษาความชื้นไว้ได้เนี่ยเวลาเราทานเข้าไปเนี่ย,เพราะฉะนั้นเนี่ยเราจะพบว่าการที่มันสามารถรักษาคุณภาพได้ รักษาความคิดได้เนี่ยเวลาเราถ่ายทั่วไปเนี่ย
มันก็จะทำให้ตัวยาได้เต็ม ๆ นะครับดูดซึมได้ดี ออกฤทธิ์ได้เร็วนะครับ,มันก็จะทำให้ เอ่อ ขวยาได้เต็มๆ นะครับ อุตส่วนได้ดี ออกฤทธิ์ได้เร็วนะครับ
ปวดประจำเดือนปวดข้อปวดนู่นนี่ได้ไม่ต้องไปกินยาแรง แรงนะครับ,ปวดประจำเดือน ปวดท้อง ปวดหัวหน้า ไม่เจ้าไปกินยาแรงแรง
งั้นก็ต้องยอมรับว่าต้นทุนก็แพงกว่าแล้วก็ เราก็ถือว่าของเราก็เทียบเคียงกับ,ฉันจะต้องยอมรับว่าต้นหุ้นก็แพงกว่า แล้วก็ แล้วก็ถือว่าเราเทียบเคียงกัน
อยากสอบถาม Zeavita กับ YUUU ดูเงียบ ๆ จะแก้เกมยังไง,อยาก สอบถาม ซิมิต้า จับ อยู่ ดู เงียบ เงียบ เรา จะ เคลียร์ เกม ยังไง
คือ  Zeavita เนี่ยถ้าเป็น  Zeavita Calcium Zeavita Collagen เนี่ยคือเขาจ้างเราผลิตอย่างเดียวเลยครับ,ซิงกิต้าเนี่ย เอ่อถ้าเป็นซิงกิต้าคลอสเซียมซิงกิต้าฟรอเจนเนี่ยคือเขาจ้างผลิตเด็กเดียวนะครับ
เพราะงั้นถ้าจะเงียบลงหรือดีขึ้นก็จะขึ้นอยู่กับทาง,แล้วถ้าเจอเฮียโปรดอย่างดีก็จะขึ้นอยู่กับทางไทย
แต่ว่าถ้าภายใต้บริษัทร่วมทุนมันจะอยู่ภายใต้บริษัทที่ชื่อว่า อินเตอร์ ฟาร์มา ซีวิตต้า ,ผมหลับเลย แต่ว่าถ้าภายใต้เป็นสัตว์ร่วมทุนเนี่ยมันจะอยู่ภายใต้แบรนด์ที่เรียกว่าอุลเตอร์คอมเมอร์สิริก้า
