true_text,pred_text
เรื่องของ CRM แล้วก็เรื่องของการขยายสาขานะครับ,เรื่องของ CIN แล้วก็การขยายคา ๆ นะครับ
อย่างที่เห็นนะครับในแผนก็จะมีการเปิดที่,สำหรับอย่างที่เห็นครับว่าในแผนก็จะมีการเปิดที่
คือ คือธุรกิจ LAB Pharmacy จริง ๆ ก็ยอมรับอย่างนึง,คือ ธุรกิจหลักฟอร์มาฟีจริง ๆ ก็ยอมรับอย่างนี้ว่า
ในแง่ของความน่าเชื่อถือก็คิดว่าอยู่ในระดับต้น ๆ,ในแง่ของความน่าเชื่อถือ เราก็คิดว่าอยู่ในระดับต้นๆ
เอ่อ อาจจะอยู่ในกลุ่ม ของ เอ่อ เขาเรียกว่ายังไงดีอะ กลุ่มของ,อาจจะอยู่ในกลุ่มของ เขาเรียกอะไรดีครับ
ทีนี้เราก็เลยมีการขยายไปสู่การตั้งสาขาในซุปเปอร์มาร์เก็ต,นี่เราก็เลยมีการที่เราขยายไปสู่ การที่ไปตั้งสาขายในซูเปอร์มาร์เก็ต
แล้วก็แผนจริง ๆ เราก็มีการทำแผนกลยุทธ์กันก็เนี่ยมี 7 กลยุทธ์หลักนะครับซึ่ง,แล้วก็แผนจริงๆ แล้วเราก็มีการทำแผนกลยุทธ์กันเนี่ย ก็มี 7 กลยุทธ์หลักนะครับ
เราจะดีวันดีคืนขึ้นเรื่อย ๆ นะครับไม่,เราจะดีวันดีคือ ขึ้นเรื่อยๆนะครับ
ผลประกอบการเฉพาะ LABเนี่ยจะเห็นว่าทั้งรายได้และกำไรก็ดีขึ้นเรื่อยๆ,ผลประกอบการเฉพาะหลักจะเห็นว่าทั้งรายได้และก็กำไรดีขึ้นเรื่อยๆ
ก็จะมีเอ่อ หลายๆกลยุทธ์นะครับไม่ว่าจะการขยายสาขา การที่จับมือกับทาง OR ในการที่จะ,ก็จะมีหลายๆ สลัยุทธ์ ไม่ว่าจะการขยายสถานการณ์การที่จับมือกระทาง OR ในการที่จะ
แต่กลยุทธ์ลึก ๆ เนี่ยก็ต้องยอมรับว่าขอ ขอเก็บเป็นความลับก่อนนะครับ,แต่กลยุทธิ์ธริกเนียก็ต้องยอมรับว่า ขอเก็บเป็นความลับก่อนนะครับ
คำถามถัดมาคือธุรกิจโรงพยาบาลจากที่ดูเราซื้อมาแพง ผมเข้าใจว่าเพราะมีโรงเรียนแพทย์ใกล้ ๆ แต่ก็แพง,คำถามถัดมาคือ ธุรกิจโรงพยาบาลจากที่ดูเราซื้อมาแพงคมเข้าใจว่ามีโรงเรียนใกล้ๆแต่ก็แพง
ไม่แน่ใจมองยังไงที่จะทำให้ธุรกิจนี้ชนะในระยะยาวได้ ,ไม่ได้ใจบอกอย่างไร แค่ทำให้ธุรกิจนี้ชนะ เรายาวๆได้
 ก็ต้องยอมรับนะครับว่าโรงพยาบาลมันเป็นธุรกิจอินเทรนด์นะครับ เราก็ไปดูโรงพยาบาลมาค่อนข้างมาก,คือก็ต้องยอมรับนะครับว่าโรงพยาบาลมันเป็นเท่ากิจอินเทค เราก็ไปดูโรงพยาบาลมาค่อนข้างมาก
เราก็ต้องมองว่าแพง ณ วันนี้เราก็ต้องยอมซื้อมันเป็นการ,คือเราก็ต้องบอกว่าแผงได้วันนี้เราก็ต้องหยอบสือเพื่อประจำการ
 เราจะเห็นว่ามีการ Takeover ของโรงพยาบาลของหลาย ๆ กลุ่มทุนเนี่ย,เราจะเห็นว่ามีการ takeover ของโรงพยาบาลของหลายๆกลุ่มทุนเนี่ย
แพงในความหมายนี้อาจจะเป็นแพง แพงในความว่า เอ่อ อาจจะ,แพงมีความหมาย อาจจะเป็นแพงมีความบ้าอื่นอาจจะ
ก็คิดว่าไม่ต่างอะไรกับใน Industry อื่นด้วยเหมือนกันนะครับ ที่ถ้าถูกเขาก็คงไม่ขายนะครับ,ก็ไม่ต่างกับในอินทรัสตรีอื่นๆเหมือนกันนะครับถ้าถูกก็คงไม่ขายนะครับ
แต่ถ้ามันก็จะมีถูกไปเลยที่มันไม่ได้โอเคเท่าไหร่เราก็คงไม่,แต่ถ้ามันก็จะมีโทษไปเลยที่มันไม่ได้โอเคเท่าไหร่
อย่างนครพัฒน์เนี่ยเรามีมุมมองว่าเป็นธุรกิจที่ ที่มีกำไรจากการที่เราจะไปทำก็,ในการความพัฒน์เนี่ยเรามีมุมมองว่าเป็นเวทยุทธิที่มีสำไร แต่การที่เราจะไปทำก็
 พอจะไปปรับมันจะยากแบบว่ามันเป็นธุรกิจที่มีกำไรอยู่แล้วเราก็เข้าไปปรับปรุงเพื่อให้กำไรมันมากขึ้น,พอจะไปปรับมันจะยาก แต่ว่ามันเป็นเท่าที่ที่มีคำไรอยู่แล้ว แล้วเขาไปปรับปรุงเพื่อให้คำไรมันมากขึ้น
เราก็มองว่าสาเหตุที่ตัดสินใจซื้อถ้าไปดูเนี่ย,เราข้อมูลว่า ศาลเชียร์ที่ได้ถูกใช้ จะได้การให้ดู
เราก็จะเห็นว่า เอ่อ มันยังอยู่ในระดับที่แข่งขันได้เนื่องจากโรงพยาบาลนครพัฒน์เนี่ยได้สร้างมา,เราก็จะเห็นว่า มันยังอยู่ในระดับที่แข่งขันได้นะครับเนื่องจากประมาณ นักความพัดเนี้ยสร้างมา
ค่อนข้างมากแล้วก็อยู่กลางเมืองนะครับ ที่ดิน 7 ไร่,ค่อนข้างมาก แล้วก็อยู่กลางเมืองนะครับ พี่ดินเจ็ดไล่
ขวามือเป็นโรงพยาบาลมหาราชนครศรีธรรมราช ซ้ายมือคือโรงพยาบาลนครพัฒน์,ขวามูกเป็นโรงบาลมหาลาฯ และกราศิษย์ธรรมดา สายมือเป็นโรงบาลนักฐานภัศน์
ไม่ต่างอะไรกับโรงพยาบาลธนบุรีที่อยู่ใกล้กับโรงพยาบาลศิริราชประมาณนั้นนะครับ,ไม่ต่างกับโรงพยาบาลอมรีที่อยู่ใกล้กับโรงพยาบาลศิราช
เพราะฉะนั้นเนี่ยก็ก็มองว่าในระยะยาวเนี่ยมันมีศักยภาพ,เพราะฉะนั้นเนี่ย ก็หมอว่าในระยะยาวมันมีศักยภาพ
ที่นครศรีธรรมราชก็เป็นค่อนข้างจังหวัดใหญ่แล้วเราก็มีแผนที่อยากจะเป็นโรงพยาบาล,ที่นครสิทธิ์คำลาคมก็เป็นค่อนข้างจังหวังใหญ่แล้วเราก็มีแผนที่อยากจะเป็นโรงพยาบาล
ที่จะ serve เอ่อ serve ระดับภูมิภาคนะครับ หลายๆจังหวัด,ที่จะเสิร์ฟระดับคุณมีทางหลายๆจังหวัด
นะครับ จริงๆก็มีการได้เรียนเชิญบอร์ดของเราซึ่งก็,จริงๆก็มีการได้เรียนเชิญบอกลับรองรองซึ่งก็
เราเชื่อมั่นว่าในระยะ เอ่อ ไม่ต้องถึงระยะกลางกับยาวมันก็จะดีขึ้นเรื่อย ๆ นะครับ,เพราะฉะนั้นมันก็ในระยะไม่ต้องถึงกับการไปยาวมันก็จะดีขึ้นเรื่อยๆนะครับ
ข้อที่สาม หลัง ๆ สินค้าออกใหม่ของเราดูไม่ปังและออกซ้ำ,ข้อที่ 3 หลัง ๆ สินค้าออกใหม่ของเรา ดูไม่ปังและออกฝัน
 คือสินค้าออกใหม่มันก็ต้องใช้เวลาในการค่อย ๆ สร้างมัน,คือสินค้าออกใหม่มันก็ต้องใช้เวลาในการค่อยๆสร้าง
ยกตัวอย่างเช่น Probac Mousse หรือ Lisa DHA พวกนี้มันก็ต้องค่อย ๆ สร้าง บางทีก็,ตัวอย่างเช่น โปรแบ็ค MOOC หรือ LISAหรือ DSA พวกนี้มันก็ต้องค่อยๆ ค่อยๆ มันก็
ไม่สามารถที่จะสร้างมันปีเดียวแล้วก็ขึ้นมานะครับ,ไม่สามารถที่จะสร้างวันปีเดียวแล้วก็ขึ้นมานะครับ
แล้วก็จริงๆแล้วหลักการของเราก็คือเราก็ต้องการไปพิสูจน์ตัวเองในโรงพยาบาล,แล้วก็จริง ๆ แล้วหลักจากของเราก็คือ เราก็ต้องการไปพิสูจน์ตัวเองในโรงพยาบาล
บางครั้งเราออกมาเนี่ยเราก็ต้องการไปเข้าโรงพยาบาลจะไม่ได้ทำ ถ้าเกิดปังบางครั้งอาจจะ,บางครั้งเราออกมา เราก็กลับไปเข้าโรงพยาบาลไม่ได้ทำ เกิดปัง บางครั้งอาจจะต้อง
อาจจะดูเหมือนปังคือต้องยิงโฆษณาเยอะ ๆ มันอาจจะดูปังแต่ว่ามันก็มีความเสี่ยง ,อาจจะดูเหมือนปัง ว่าคือการยืมควบคุมขนาดเยอะๆมันอาจจะดูปัง แต่ว่ามันก็มีความเสี่ยง
ความเสี่ยงกับการที่เราจะต้องไปเร่งมันให้คนรู้เร็ว ๆ ,ความเสี่ยงกับการที่เราจะต้องไปเล่นมันให้คนรู้เร็วๆ
ก็คิดว่าสินค้าออกใหม่ของเราก็อยู่ในระดับที่,แต่เราคิดว่าสินค้าออกใหม่ของเราก็อยู่ในระดับที่
ไม่ว่าจะเป็นกลุ่มโภชนเภสัชตัวใหม่ ๆ,ไม่ว่าจะเป็นกลุ่ม เอ่อ โฟสานะ ใน
เพราะว่าผู้นำตลาด 2 แบรนด์เนี่ยก็ทำมานานพอสมควรนะครับ,เพราะว่าเพิ่งเอาตลาด 2 แบรนด์ ก็ทำตลาดมานานก็สมควร
แต่เราก็คิดว่าในแง่ของคุณภาพเราเนี่ยดีแน่นอนนะครับ ไม่ว่าจะเป็น,เราก็คิดว่าในแง่ของคุณภาพเราเนี่ย มีแน่นอนนะครับ ไม่ว่าจะเป็น
ในแง่ตัวยา ในแง่ของแพ็คเก็จจิ้ง เรื่องของอะไรต่าง ๆ,ในแง่ของตัวยาน ในแง่ของเครื่องเก็บจิ้ง เรื่องของอะไรต่างๆ
เรามอง คำถามถัดไป เรามอง M&A อย่างไรบ้างช่วงนี้,คำถามถัดไป เรามอง M&A อย่างไรบ้างพรุ่งนี้
ก็ ก็คิดว่าถ้าเอ่อ ก็จริงๆก็มีบริษัทเยอะมากเหมือนกันนะครับที่เข้ามาเสนอให้เราเข้าไปถือหุ้นบ้าง ไปซื้อกิจการบ้างนะครับ,ก็คิดว่าถ้า เอ่อ ก็จริงๆ ก็มีเมื่อสักเยอะมากเหมือนกันนะครับที่มาเสนอให้เราเข้าไปถือหุ้นบ้านแหละ ไปซื้อกิจการบ้านนะครับ
เราเองก็คิดว่าถ้ามันอยู่ในวิสัยทัศน์ของบริษัทเราก็สนใจ,ตัวเองก็คิดว่าถ้ามันอยู่ในวิสัยทัศน์ของบริษัทเราก็ต้องสนใจ
เป็นผู้นำทางสุขภาพครบวงจรทั้งของคนและของ,เป็นที่จะเป็นที่จะนำไปกับสุขภาพ แบบโครงจรทั้งสองคน
แต่คำแนะนำนี้เข้าใจว่า ได้รับความ เอ่อ ได้รับคอมเมนท์อยู่เรื่อยๆนะครับ,แต่คำแนะนำนี้เข้าใจว่าได้รับคำคอมเม้นต์อยู่เรื่อยๆ
ก็น้อมรับนะครับก็คิดว่าเราก็มีการพิจรณาอยู่ว่าเราน่าจะมี IR,เพราะน้องบั๊บคิดว่าเราก็มีการพิเศษอะไร หรือว่าเราก็จะมี IR
ผลการดำเนินงานช่วง Q3 และแนวโน้ม Q4 เป็นอย่างไรบ้าง อันนี้ผมพูดเท่าที่พอจะพูดได้นะครับเพื่อ,ผลกระนำงานช่วง Q3 แล้วแนวน้อง Q4 เป็นอย่างไรบ้างอันนี้ผมพูดเท่าที่พอจะพูดได้นะครับ
คือคือแนวโน้มอะครับคือจริงๆแล้วรายได้กำไรเราคิดว่า,คือแนวโน้มนะครับ คือจริงๆ เรารายได้กำไรเราคิดว่า
ที่กำลังจะเกิดขึ้นใน Q3 Q4 จะเหมือน Q1 ครับ จริง จริงแล้วมันก็คือ ก็ยัง,ที่เราจะเกิดขึ้นในคิว 3 คิว 4 จะเหมือนคิว 1 นะครับ จริงๆ มันก็คือ
เราก็อยากจะโชว์ให้เห็นว่าถ้าเราเอาค่าโฆษณาเนี่ย,เราก็อยากจะโชว์ให้เห็นว่า เออ ถ้าเราเอาท่าข้อสนานี่
กลับเข้าไปจริงจริงแล้วกำไรมันควรจะเป็นแบบนี้ แต่เราจำเป็นที่จะต้องเอาเงิน,กลับเข้าไปเนี่ย จริงๆแล้วก็ไม่ควรจะเป็นแบบนี้ แต่เราจำเป็นที่จะเอาเงิน
เพราะว่าแบรนด์พาราเซตามอลต่าง ๆ ที่โด่งดังมาเนี่ยก็เกิดจากการยิงโฆษณาให้การรับรู้,เพราะว่าแบรนด์ Thalacetamol ที่ดงดังมาก็เป็นจากการดีโฟฟนาให้ค้ารับรู้
สื่อแม้กระทั่งในโรงหนัง อะไร Whatever เนี่ยค่อนข้างจะ,ถ้าในลงหนังอะไร whatever เนี่ย ค่อนข้างจะ
แต่ก็อยากจะบอกนักลงทุนว่าเราเชื่อมั่นว่า Bella para ของเราคุณภาพดีเรามีการทำวิจัยก่อนที่เราจะ Launch,อยากจะบอกนักลงทุนว่าเราเชื่อมั่นในคำว่าเวลาพันธุ์เราคุณภาพดีมีการทำวิจัยก่อนที่เราจะ launch
 เพราะฉะนั้นแล้วเนี่ยท่านปวดเมื่อยอะไรต่าง ๆ ลองทานดูนะครับไม่จำเป็นจะต้องไปยา กินยา NSAID แรงๆ,เพราะฉะนั้น ถ้าควรม่วยอะไรต่างๆ ลองทาดูนะครับไม่จำเป็นจะต้องกินยาเอ็นเซตแรงๆ
จริง จริงแล้วมันกินแล้วได้ผลนะครับแล้วก็แพ็คเกจจิ้งเรา,จริงๆแล้วมันจะกินแล้วได้ผ่อน แล้วก็แค่จริงๆ
ไม่ มัน มันเป็นแบบ Bissell Pack ที่จะทำให้,มันเป็นแบบ Reserve Hack ที่จะทำให้
คุณภาพยังคงอยู่และทำให้การดูดซึมอะไรต่าง ๆ,คุณภาพยังคงอยู่ และก็จะทำให้การดูดสูงกันต่างๆ
ด้อยลงจากการที่แพ็คเกจจิ้งไม่สามารถรักษาความชื้นอะไรต่าง ๆ ได้,ก็ให้ลงจากจานที่ Packaging ไม่สามารถรักษาความชื้นอะไรต่างๆ ได้
ทำไมรายได้ส่วนที่เป็นเวชภัณฑ์และยารักษาโรคยอดขายถึงได้ลดลงนะครับ,ทำไมรายได้ส่วนที่เป็นเวสภัณฑ์และยาธรรมนักศึกษาโรงยอดถ่ายถือได้ลงหรือเปล่า
อันนี้ส่วนนึงเนี่ยก็เกิดจากการที่เรา เอ่อ ในครึ่งปีแรกก็ยอมรับว่าเรามีการปรับราคานะครับ,อันนี้ส่วนหนึ่งเนี่ยก็เกิดจากการที่เราในครึ่งปีแรกก็ยอมรับว่าเราไม่มีการปรับราคา
แต่ว่าตอนนี้เราก็ยอมรับว่าเรากำลังจะเพิ่มประสิทธิภาพในการผลิตเพื่อจะไปลดต้นทุนการผลิตมากขึ้น,แต่ว่าตอนนี้เราก็ยอมรับว่าเราพยายามจะเป็นเพิ่มอันสิทธิภาพในการมลิต เพื่อจะเป็นรถต้นทุนการมลิตมากขึ้น
 เราสามารถปรับปรุงประสิทธิภาพเนี่ยในการผลิตเนี่ยในช่วง 6 เดือน,เราก็สามารถปกปรุงอิกษีภาพในช่างหิตในช่วง 6 เดือน
ได้จนถึงปัจจุบันเราก็ปรับปรุงอยู่ตลอดเวลานะครับเพื่อให้,และถึงกันชุมัน และก็ปรับปรุงอีกตลอดเวลานะครับ
เพื่อให้เขาเรียกว่า เอ่อ ในแต่ละ Batch size เนี่ยสามารถ,เพื่อให้ในแต่ละแบบสไตล์เนี่ยสามารถ
อาจจะทำได้ 97 กล่องไม่ใช่ทำได้แค่ 94 กล่องเป็นประมาณนี้นะครับ,อาจจะทำได้ 97 กล่อง ไม่ได้ทำได้แค่ 94 กล่อง แต่ประมาณนี้เลยครับ
คิดว่าในไตรมาส 3 ไตรมาส 4 จะดีขึ้นนะครับ,คิดว่าในไตรมาส 3 และไตรมาส 4 จะดีขึ้นนะครับ
โภชนเภสัชถึงได้มียอดขายลดลงก็ ก็ต้องยอมรับว่าเหมือนเหตุผลเรื่องยานะครับ,โฆษณาเพศภัทรถึงได้มียอดแข่งลดลง ก็ยอมรับว่าเหมือนเหตุผลเรื่องยา
ตั้งแต่เริ่มต้นปีมาเรามีการปรับราคาไปนะครับ,แต่ตั้งแต่ต้นปีต้นมา มันมีการปรับราคาไป
ก็ ก็ ก็มีการกระทบอยู่เหมือนกัน แล้วก็เลยมีการ Revisit อยู่ว่าเราจำเป็นที่จะต้องมีการให้โปรโมชั่นอะไรต่าง ๆ กลับไป,ก็มีการกระทบอยู่เหมือนกันและมีการดีวิศิษย์อยู่ว่าเราจำเป็นที่จะต้องให้โปรโมชั่นอะไรต่างๆ จับไป
ในราคาเดิม หรือว่าการที่เราพยายามจะลดต้นทุนการผลิตเนี่ยลงนะครับ,ในราคาเดิม แต่ว่าเราพยายามที่จะลดต้นภูมิในการผลิตเนี่ย ลงเลยครับ
ตอนนี้เราก็คิดว่าในไตรมาส 3 4 เนี่ยน่าจะกลับ,อันนี้เราก็คิดว่าในเตรียมมาร์ 3-4 เนี่ย น่าจะกลับ
ร้านขายยา ณ ปัจจุบันเปิดได้กี่สาขาแล้วนะครับ,ร้านขายยานักประจำบันเปิดได้กี่สาขาแล้วนะครับ
ก็ปัจจุบันก็ที่เพิ่งโชว์ในสไลด์เนี่ย Little Walk น่าจะเป็นสาขาที่ 28,เพราะปัจจุบันที่เพิ่งชอบในสลัย นี่ Little Walk เป็นสถานที่ 28
ที่นี้เหลืออีกแค่ 3 เดือนเนี่ยคิดว่าน่าจะเปิดได้อีกประมาณ 3-4 สาขานะครับ ปีนี้เราก็จะจบที่ 30-31,อันนี้เลยแค่ 3 เดือน ก็น่าจะเปิดได้ประมาณ 3-4 สาขาปีนี้เราก็จะจบที่ 30-31
ตาม Goal Setting Theory เรามีแผนไว้ค่อนข้างสูงนะครับ,ตาม Full Saving Theory ความแผนค่อนข้างสูง
เพราะฉะนั้นมันคล้ายคล้ายเราตั้งเป้าว่าจะปิดน้องน้องฝ่ายเซลล์ตั้งเป้าว่าจะปิด 120,มันคล้ายๆ ว่าเราตั้งเป้าว่าจะปิด น้องๆ ฝ่ายเซอร์ตั้งเป้าจะปิด 120
แต่ถ้าเราตั้งเป้าจาก 20 เป็นแค่ 30 เวลาเราตกมาจะเหลือแค่ 25 นะครับ,แต่ถ้าเราตั้งต้องจาก 20 เป็นแค่ 30 เวลาเราตกมาจะเหลือแค่ 25
งั้นก็เป็นเรื่องปกติที่เราจะตั้งเป้าไว้สูงอยู่แล้ว เป็น Best case ว่าถ้าเกิดเรา,ก็เป็นเรื่องที่เราบอกติดต่อไปสู่อย่างนี้แล้วอยู่บน case by case ว่าถ้าเกิดเรา
เราเปิดโดยไม่สะดุดอะไรไม่ว่าเรื่องของการ Landlord ส่งมอบพื้นที่ การยื่นขออนุญาตอย.เนี่ยเราจะเปิดได้เท่าไหร่,เราเปิดโดยไม่สะดุดอะไร ไม่ว่าจะเรื่องของการแบรนด์ลอร์ดสมมติพื้นพี่ การยืดขอนิยาตออยอร์ เราจะเปิดได้เท่าไหร่
 ก็คำตอบคือเปิดได้อยู่ราว ๆ 30-31 สาขา,คำตอบก็คือน่าจะเปิดได้อยู่ตรง 30-37 สัปดาห์
เพราะว่าอย่างกรณีที่ภูเก็ตก็ใช้เวลาค่อนข้างมาก,เพราะเราพบว่าอย่างกรณีที่ ภูเก็ตก็ใช้เวลาค่อนข้างมาก
เราแล้วก็ในการที่จะออกแบบ ดีไซน์ การก่อสร้างด้วย,และการออกแบบดีไซน์และการต่อสร้างด้วย
Gross Profit ของร้านยา LAB Pharmacy ปัจจุบันก็ดีขึ้นเรื่อย ๆ นะครับ Gross Profit เราน่า,Cost-Profit ของร้านยาแลพฟาร์มาซีปัจจุบันก็ดีขึ้นเรื่อยๆนะครับ
ถัดไปเป็นคำถามเกี่ยวกับโรงงายผลิตยานะครับเลื่อนขึ้นไปหน่อย,ถัดไป แม็กซ์คำถามเกี่ยวกับโรงงานผลิตยานะครับ เรื่องที่ไหน
สำหรับโรงงานผลิตยาทั้งหมดนะครับบริษัทใช้กำลังการผลิตอยู่ที่กี่ %,สำหรับโรงงานผลิตยาทั้งหมด เป็นศัพท์ในการใช้กรรมการผลิตที่ 40%
เอ่อ ก็ยอมรับว่าปัจจุบันใช้กำลังการผลิตไม่ ไม่ได้มากเท่าไหร่,ก็ยอมรับว่าปัจจุบันใช้คำว่างความสลิงไม่ได้มากเท่าไหร่
ก็ก็ เราก็พยายาม อย่างเช่นเราที่จะมีโปรเจ็คที่เราจะทำยาตาของเราเองเนี่ย,ตอนนี้ เราจะมีโปรเจ็คที่จะทำยาตาของเราเอง
หรือการไปคุย partnership นะครับที่ผมเดินทางต่าง ๆ ก็คือไปคุย Partnershipเนี่ย,ก็จะไปคุย Partnership ที่ผมเดินทางต่างๆ ก็คือไปคุย Partnership
เช่นไปดูโรงงาน Lotus Pharmaceutical ของทาง,พรุ่งเช่น ไปดูโรงงาน Lotus Pharmaceuticals ของทาง
แล้วทางเขาเองก็มีมา Audit โรงงาน 3 รอบนะครับ,แล้วทางเขาเองก็มีจังว่า Audit โรงงาน 3 รอบ
ก็วางแผน ประชุมร่วมกันเรื่องอะไรต่าง ๆ แต่มันต้องใช้เวลาไปหมดเลย,ก็ความแข็งกระทุมร่วมกันเรื่องในเดินต่าง ๆ มันต้องใช้เวลาไปหมดเลย
Bad speech remove from dataset,การไปคุยความร่วมมุมกับ
บริษัทนึงที่จีนนะครับก็ยัง On-going,ประสาทมงค์ที่มงค์จีนนะครับ ก็ยังต่ออิ้งนะครับ
ก็คิดว่าถ้ามันคืบหน้ายังไงก็จะมาเรียนในใน Opportunity Day ครั้งหน้า,ก็คิดว่าถ้ามันเคลื่อนได้ยังไง ก็จะมาเรียนใน Obscurity Day ครั้งหน้า
เรา tranfer ตำหรับยาหลาย ๆ ตำหรับไปที่อยุธยานะครับ,และทานเซอร์ ดำรับยาหลังดังเด็ก ดำรับไปที่อายุทยา
ด้วย Field capacity อย่างเช่น Bella para ก็จะปิดอยู่ภายใต้,เพื่อ Field Capacity เช่น Bella Para เนี่ย จะติดอยู่ภายใต้
 แล้วก็สำหรับสมุทรปราการนะครับฝั่งยาตอนนี้ก็ใช้อยู่ที่ 100% อยู่แล้ว,สำหรับสมุดปากการภัย สัญญาณใช้อยู่ที่ 100% อีกแล้ว
ที่เป็นอาหารเสริมก็ยังเหลือ capacity นะครับ,ที่เป็นผลิตอาหารเสริม ก็ยังอยู่ทาง Poceti
ตอนนี้เราก็เลยเริ่มเปิดรับที่จะรับจ้างผลิตให้บริษัทมากขึ้นนะครับ ปัจจุบันเรารับจ้างผลิตให้อยู่ 2 บริษัทนะครับ,อันนี้เราก็เลยเริ่มเปิดรับที่จะรับจ้างผลิตให้บริษัทมากขึ้นประสิทธิ์วันเรารับจ้างผลิตให้อยู่ 2 บริษัทนะครับ
ครับแต่เราก็ยอมรับว่าเราจะรับแต่รายใหญ่ ๆ นะครับ,จากนั้นเราจะรับแต่ลายใหญ่ๆ
เป็นบริษัทที่มาตรฐานนะครับจะไม่ได้รับทั่วไป,เป็นเวตภาษาที่มาตรฐาน แต่ว่าจะไม่ได้รับทั่วไป
รับล็อตสองล็อตเงี้ย เราจะรับบริษัทที่มีแผน,รับล็อตส่องรับเนี่ย เราจะรับบริษัทที่ฟ้นค่าจะมีแผน
ชื่อว่าทั้งสองบริษัททุกท่านก็คงเห็นอยู่ไม่ว่าจะไทยยูเนี่ยนหรือทาง,ก็เชื่อว่าทั้งสองเวตสัตว์ ทุกท่านก็เห็นอยู่ ไม่ว่าจะทายยูเนียนหรือทาง
ก็ตอนนี้เราก็กำลังคุยกับอีก 2 รายนะครับที่จะเข้ามาทำการจ้างผลิต,ตอนนี้เราก็มาคุยกับอีก 2 ลาย ในการที่จะเข้ามาเจ้าเงิน
คำถามถัดไป Bella para ที่ใช้แผงเป็นอลูมิเนียม,คำถามถัดไป Bella Pala ที่ใช้แผงเป็นอลูมิเนียม
แพงกว่าคู่แข่งที่ใช้เป็นพลาสติกไหมครับ เราแพงกว่า,แพงกว่าคุณแข่งที่ใช้ Plastic ไหมครับ ก็แพงกว่า
จริง จริงปล้วในแง่ของเนื่องจากผมเองก็เป็นเภสัชนะครับ บริษัทเรามีแต่บุคลากรทางการแพทย์มในบริษัทนะครับ,จริงๆ แล้วในแง่ของเนื่องจากผมเองก็เป็นเพศศัพท์นะครับเพศศัลโรยี มีแบบประคันทางการแท่มในเพศศัพท์นะครับ
เรามีเอ่อ เภสัชกร มีสัตวแพทย์ มีนักวิทยาศาสตร์เนี่ย,เรามีเทศศักดิ์กร มีศัตรูวะแพทย์ มีนักวิทยาศาสตร์อยู่
โดยหลักการเนี่ยมันคือ Blister Pack เนี่ยมันจะเป็นการที่จะรักษาคุณภาพของ,โดยหลักการ มันคือ เป็น Visser Pack มันจะเป็นการที่จะรักษาคุณภาพของ
แต่ผมไม่สามารถพูดถึงแบรนด์อื่น ๆ ได้นะ เพราะฉะนั้นเนี่ยคือ จริงจริงแล้วอะ เอ่อ เราก็คิดว่า Blister Pack เนี่ย,แต่ผมไม่สามารถจะไปพูดถึงแบตอีกได้นะครับว่าคือเพราะฉะนั้นเนี่ยจริงๆแล้ว เราคิดว่า Business Pack เนี่ย
เพราะฉะนั้นการที่เป็น Blister Pack เนี่ยมันจะดีกว่าพลาสติกแก้วที่เป็นนิ่ม ๆ อย่างนั้น,การที่เป็น Business Package มันจะถูกกับ Plastic แก้วที่เป็นนิ่มๆ
เพราะฉะนั้นเนี่ยเราจะพบว่าการที่มันสามารถรักษาคุณภาพได้ รักษาความชื้นไว้ได้เนี่ยเวลาเราทานเข้าไปเนี่ย,เพราะฉะนั้น เราจะพบว่าการที่มันสามารถรักษากลุ่นภาพได้รักษาความชื้นได้เวลาเราผ่านเข้าไป
มันก็จะทำให้ตัวยาได้เต็ม ๆ นะครับดูดซึมได้ดี ออกฤทธิ์ได้เร็วนะครับ,มันก็จะทำให้ตัวยาได้เต็มๆ ดูสินได้ดี ออกนิดได้เร็ว
ปวดประจำเดือนปวดข้อปวดนู่นนี่ได้ไม่ต้องไปกินยาแรง แรงนะครับ,หวดประชำเดือน หวดชอบ หวดอุณหลาย ไม่เจอเวคิญญาแรงๆ
งั้นก็ต้องยอมรับว่าต้นทุนก็แพงกว่าแล้วก็ เราก็ถือว่าของเราก็เทียบเคียงกับ,ฉะนั้นก็ต้องยอมรับว่าต้นธุมก็แพงกว่า เราก็ถือว่าเราเทียบเคียนกับ
อยากสอบถาม Zeavita กับ YUUU ดูเงียบ ๆ จะแก้เกมยังไง,อยากสอบถาม ซีวิต้าจับอยู่ดูเงี๊ยบๆ เราจะแก้เตรียมยังไง
คือ  Zeavita เนี่ยถ้าเป็น  Zeavita Calcium Zeavita Collagen เนี่ยคือเขาจ้างเราผลิตอย่างเดียวเลยครับ,คือ สีวิต้าเนี่ย ถ้าเป็นสีวิต้าเคลาเซียม สีวิต้าคอลลาเจน คือเขาจ้างมาผลิตอย่างเดียวนะครับ
เพราะงั้นถ้าจะเงียบลงหรือดีขึ้นก็จะขึ้นอยู่กับทาง,ถ้าจะเงียบลงหรือดีขึ้นก็จะขึ้นอยู่กับทางไทย
แต่ว่าถ้าภายใต้บริษัทร่วมทุนมันจะอยู่ภายใต้บริษัทที่ชื่อว่า อินเตอร์ ฟาร์มา ซีวิตต้า ,แต่ว่าถ้า Pytr เป็นสัตว์ร่วมทุน จะอยู่ Pytr แบบ Interformal Civita
